filename,brand_chinese,brand_english,domain,page_section,image_title,alt_text,caption,keywords,source_file,web_size_px,path_length
empire-cuisine-restaurant-klang-menu-braised-seafood-five-treasure-platter-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring braised seafood five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-braised-seafood-five-treasure-platter-01.jpg,1200x1800,90
empire-cuisine-restaurant-klang-menu-braised-seafood-five-treasure-platter-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring braised seafood five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-braised-seafood-five-treasure-platter-02.jpg,1800x1200,90
empire-cuisine-restaurant-klang-menu-braised-seafood-five-treasure-platter-03.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring braised seafood five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Seafood Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-braised-seafood-five-treasure-platter-03.jpg,1201x1800,90
empire-cuisine-restaurant-klang-menu-hong-kong-style-steamed-giant-grouper-fish-maw-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Hong Kong Style Steamed Giant Grouper Fish Maw,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring hong kong style steamed giant grouper fish maw.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Hong Kong Style Steamed Giant Grouper Fish Maw,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-hong-kong-style-steamed-giant-grouper-fish-maw-01.jpg,1200x1800,99
empire-cuisine-restaurant-klang-menu-hong-kong-style-steamed-giant-grouper-fish-maw-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Hong Kong Style Steamed Giant Grouper Fish Maw,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring hong kong style steamed giant grouper fish maw.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Hong Kong Style Steamed Giant Grouper Fish Maw,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-hong-kong-style-steamed-giant-grouper-fish-maw-02.jpg,1800x1201,99
empire-cuisine-restaurant-klang-menu-pork-tripe-soup-mee-suah-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Pork Tripe Soup Mee Suah,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring pork tripe soup mee suah.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Pork Tripe Soup Mee Suah,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-pork-tripe-soup-mee-suah-02.jpg,1800x1201,77
empire-cuisine-restaurant-klang-menu-pork-tripe-soup-mee-suah-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Pork Tripe Soup Mee Suah,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring pork tripe soup mee suah.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Pork Tripe Soup Mee Suah,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-pork-tripe-soup-mee-suah-01.jpg,1200x1800,77
empire-cuisine-restaurant-klang-menu-braised-premium-shark-fin-soup-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Premium Shark Fin Soup,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring braised premium shark fin soup.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Braised Premium Shark Fin Soup,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-braised-premium-shark-fin-soup-02.jpg,1800x1201,83
empire-cuisine-restaurant-klang-menu-signature-rich-man-fried-rice-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Signature Rich Man Fried Rice,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring signature rich man fried rice.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Signature Rich Man Fried Rice,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-signature-rich-man-fried-rice-03.jpg,1199x1800,82
empire-cuisine-restaurant-klang-menu-signature-rich-man-fried-rice-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,A La Carte Menu,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Signature Rich Man Fried Rice,御膳楼大酒家 Empire Cuisine Restaurant Klang Chinese restaurant ala carte menu featuring signature rich man fried rice.,御膳楼大酒家 Empire Cuisine Restaurant Klang ala carte menu - Signature Rich Man Fried Rice,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, menu ala carte chinese restaurant klang",empire-cuisine-klang-chinese-restaurant-menu-signature-rich-man-fried-rice-02.jpg,1800x1201,82
