filename,brand_chinese,brand_english,domain,page_section,image_title,alt_text,caption,keywords,source_file,web_size_px,path_length
empire-cuisine-restaurant-klang-celery-five-treasure-vegetables-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Celery Five Treasure Vegetables,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: celery five treasure vegetables.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Celery Five Treasure Vegetables,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-celery-five-treasure-vegetables-01.jpg,1199x1800,81
empire-cuisine-restaurant-klang-celery-five-treasure-vegetables-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Celery Five Treasure Vegetables,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: celery five treasure vegetables.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Celery Five Treasure Vegetables,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-celery-five-treasure-vegetables-02.jpg,1800x1201,81
empire-cuisine-restaurant-klang-golden-fruit-black-pork-ribs-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Golden Fruit Black Pork Ribs,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: golden fruit black pork ribs.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Golden Fruit Black Pork Ribs,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-golden-fruit-black-pork-ribs-01.jpg,1201x1800,78
empire-cuisine-restaurant-klang-golden-fruit-black-pork-ribs-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Golden Fruit Black Pork Ribs,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: golden fruit black pork ribs.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Golden Fruit Black Pork Ribs,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-golden-fruit-black-pork-ribs-02.jpg,1201x1800,78
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-01.jpg,1200x1800,79
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-02.jpg,1800x1201,79
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-03.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-03.jpg,1800x1199,79
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-04.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-04.jpg,1800x1201,79
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-05.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-05.jpg,1799x1199,79
empire-cuisine-restaurant-klang-lobster-five-treasure-platter-06.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: lobster five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Lobster Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-imperial-cuisine-highlights-lobster-five-treasure-platter-06.jpg,1800x1199,79
