filename,brand_chinese,brand_english,domain,page_section,image_title,alt_text,caption,keywords,source_file,web_size_px,path_length
empire-cuisine-restaurant-klang-red-braised-seafood-five-treasure-platter-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Red Braised Seafood Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: red braised seafood five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Red Braised Seafood Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-red-braised-seafood-five-treasure-platter-02.jpg,1600x1066,91
empire-cuisine-restaurant-klang-red-braised-seafood-five-treasure-platter-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Red Braised Seafood Five Treasure Platter,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: red braised seafood five treasure platter.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Red Braised Seafood Five Treasure Platter,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-red-braised-seafood-five-treasure-platter-03.jpg,1068x1600,91
empire-cuisine-restaurant-klang-superior-soup-premium-lung-fu-grouper-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Superior Soup Premium Lung Fu Grouper,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: superior soup premium lung fu grouper.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Superior Soup Premium Lung Fu Grouper,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-superior-soup-premium-lung-fu-grouper-01.jpg,1068x1600,87
empire-cuisine-restaurant-klang-superior-soup-premium-lung-fu-grouper-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Superior Soup Premium Lung Fu Grouper,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: superior soup premium lung fu grouper.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Superior Soup Premium Lung Fu Grouper,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-superior-soup-premium-lung-fu-grouper-02.jpg,1068x1600,87
empire-cuisine-restaurant-klang-scallop-fish-maw-aromatic-rice-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Scallop Fish Maw Aromatic Rice,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: scallop fish maw aromatic rice.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Scallop Fish Maw Aromatic Rice,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-scallop-fish-maw-aromatic-rice-01.jpg,1068x1600,80
empire-cuisine-restaurant-klang-scallop-fish-maw-aromatic-rice-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Scallop Fish Maw Aromatic Rice,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: scallop fish maw aromatic rice.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Scallop Fish Maw Aromatic Rice,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-scallop-fish-maw-aromatic-rice-02.jpg,1068x1600,80
empire-cuisine-restaurant-klang-jade-prawn-balls-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Jade Prawn Balls,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: jade prawn balls.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Jade Prawn Balls,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-jade-prawn-balls-01.jpg,1068x1600,66
empire-cuisine-restaurant-klang-jade-prawn-balls-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Jade Prawn Balls,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: jade prawn balls.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Jade Prawn Balls,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-jade-prawn-balls-02.jpg,1600x1068,66
empire-cuisine-restaurant-klang-pumpkin-prawn-homemade-tofu-01.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Pumpkin Prawn Homemade Tofu,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: pumpkin prawn homemade tofu.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Pumpkin Prawn Homemade Tofu,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-pumpkin-prawn-homemade-tofu-01.jpg,1068x1600,77
empire-cuisine-restaurant-klang-pumpkin-prawn-homemade-tofu-02.jpg,御膳楼大酒家,Empire Cuisine Restaurant,empirecuisine.my,Gallery - 御膳美食,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Pumpkin Prawn Homemade Tofu,御膳楼大酒家 Empire Cuisine Restaurant Klang signature Chinese restaurant dish: pumpkin prawn homemade tofu.,御膳楼大酒家 Empire Cuisine Restaurant Klang signature dish - Pumpkin Prawn Homemade Tofu,"御膳楼大酒家, Empire Cuisine Restaurant, empire cuisine restaurant, Klang Chinese restaurant, gallery food signature dishes chinese restaurant klang",empire-cuisine-klang-gallery-imperial-cuisine-highlights-pumpkin-prawn-homemade-tofu-02.jpg,1066x1600,77
